# RS;CS;LS;MS;PS;HS:1:0;CoS
5.220600000000000307e+01;4.625099999999999767e+01;4.027300000000000324e+01;8.545699999999999363e+01;4.318599999999999994e+01;8.966074999999999307e+01;3.740500000000000114e+01
7.976000000000000512e+01;1.373600000000000136e+02;6.136299999999999955e+01;1.656100000000000136e+02;7.319199999999999307e+01;8.109599999999998943e+01;7.616700000000000159e+01
1.925200000000000102e+02;2.061699999999999875e+02;1.626699999999999875e+02;3.174499999999999886e+02;1.830600000000000023e+02;1.642532000000000210e+02;1.939900000000000091e+02
1.241099999999999994e+02;1.290200000000000102e+02;1.161099999999999994e+02;2.064000000000000057e+02;1.206700000000000017e+02;1.139777199999999766e+02;1.279899999999999949e+02
5.018200000000000216e+01;6.364699999999999847e+01;2.765299999999999869e+01;1.141599999999999966e+02;3.414200000000000301e+01;5.971795999999999793e+01;1.437400000000000091e+02
5.068299999999999983e+01;3.659799999999999898e+01;2.817599999999999838e+01;1.095300000000000011e+02;4.100000000000000000e+01;6.954975999999999203e+01;3.490400000000000205e+02
5.168099999999999739e+01;1.051400000000000006e+02;4.900999999999999801e+01;1.348300000000000125e+02;4.239900000000000091e+01;5.103795833333333576e+01;4.860600000000000165e+01
3.491499999999999915e+01;9.639300000000000068e+01;3.211800000000000210e+01;1.150900000000000034e+02;3.385600000000000165e+01;8.230304166666667243e+01;3.189600000000000080e+01
1.577199999999999989e+02;1.377199999999999989e+02;1.241899999999999977e+02;1.277999999999999972e+02;1.264899999999999949e+02;1.033739999999999810e+02;1.430099999999999909e+02
5.382800000000000296e+01;6.729099999999999682e+01;6.335699999999999932e+01;5.882900000000000063e+01;5.827300000000000324e+01;5.002652000000000498e+01;6.225900000000000034e+01
6.040699999999999648e+01;6.449200000000000443e+01;6.225500000000000256e+01;6.632999999999999829e+01;5.505199999999999960e+01;4.710495999999999839e+01;9.552299999999999613e+01
9.695300000000000296e+01;1.026599999999999966e+02;8.603300000000000125e+01;1.316200000000000045e+02;6.915900000000000603e+01;8.690438461538460047e+01;9.169499999999999318e+01
8.739100000000000534e+01;9.672899999999999920e+01;8.815300000000000580e+01;1.049300000000000068e+02;9.226900000000000546e+01;8.715292000000000883e+01;1.391399999999999864e+02
6.721099999999999852e+01;9.243999999999999773e+01;8.094899999999999807e+01;1.078599999999999994e+02;6.759499999999999886e+01;8.368824999999999648e+01;8.580700000000000216e+01
9.580899999999999750e+01;1.127099999999999937e+02;9.084600000000000364e+01;1.103199999999999932e+02;1.185900000000000034e+02;8.250196000000001106e+01;1.008299999999999983e+02
8.151600000000000534e+01;8.904900000000000659e+01;7.180599999999999739e+01;9.790300000000000580e+01;7.340699999999999648e+01;7.434115999999997371e+01;8.592799999999999727e+01
9.557699999999999818e+01;1.105999999999999943e+02;8.589900000000000091e+01;9.273900000000000432e+01;8.257399999999999807e+01;8.369004166666667288e+01;1.392199999999999989e+02
9.450100000000000477e+01;1.701399999999999864e+02;1.354699999999999989e+02;1.589600000000000080e+02;1.701699999999999875e+02;9.864868000000001302e+01;1.176800000000000068e+02
7.017900000000000205e+01;6.242799999999999727e+01;5.431900000000000261e+01;7.829800000000000182e+01;4.378799999999999670e+01;7.958460000000000889e+01;6.243800000000000239e+01
7.052800000000000580e+01;6.407699999999999818e+01;5.401400000000000290e+01;6.024799999999999756e+01;4.124799999999999756e+01;9.134475000000000477e+01;9.976099999999999568e+01
8.117900000000000205e+01;1.079899999999999949e+02;5.015299999999999869e+01;8.775000000000000000e+01;6.798499999999999943e+01;8.010220000000001050e+01;7.051900000000000546e+01
8.069199999999999307e+01;8.188599999999999568e+01;7.982500000000000284e+01;8.984099999999999397e+01;6.849500000000000455e+01;8.706028000000000588e+01;1.120100000000000051e+02
9.403100000000000591e+01;1.023400000000000034e+02;1.075400000000000063e+02;1.017199999999999989e+02;8.058400000000000318e+01;8.427416666666665890e+01;1.126500000000000057e+02
1.103299999999999983e+02;1.102800000000000011e+02;1.173400000000000034e+02;1.207999999999999972e+02;9.918099999999999739e+01;7.629311538461539044e+01;1.266700000000000017e+02
4.238600000000000279e+01;5.968999999999999773e+01;2.558699999999999974e+01;8.571299999999999386e+01;6.355299999999999727e+01;8.659496000000001459e+01;3.914900000000000091e+01
1.169699999999999989e+02;1.600800000000000125e+02;1.434399999999999977e+02;1.972100000000000080e+02;1.444000000000000057e+02;9.410137499999999022e+01;4.737300000000000182e+02
1.027399999999999949e+02;1.182999999999999972e+02;8.755100000000000193e+01;1.161500000000000057e+02;8.685399999999999920e+01;8.244450000000000500e+01;8.412399999999999523e+01
8.154999999999999716e+01;6.977400000000000091e+01;5.860799999999999699e+01;7.172199999999999420e+01;1.799499999999999886e+02;8.375225000000001785e+01;6.421999999999999886e+01
5.317799999999999727e+01;3.928099999999999881e+01;4.503799999999999670e+01;8.133499999999999375e+01;4.018500000000000227e+01;9.357687499999998693e+01;5.124000000000000199e+01
4.126500000000000057e+01;3.295199999999999818e+01;3.349699999999999989e+01;5.791599999999999682e+01;3.293999999999999773e+01;6.014460000000001116e+01;3.664099999999999824e+01
3.307099999999999795e+01;2.439099999999999824e+01;2.510999999999999943e+01;3.617999999999999972e+01;2.652899999999999991e+01;8.470324000000000808e+01;2.936799999999999855e+01
8.148600000000000421e+01;7.349299999999999500e+01;7.835899999999999466e+01;1.051500000000000057e+02;6.201599999999999824e+01;1.103508000000000209e+02;7.465000000000000568e+01
5.665599999999999881e+01;5.606600000000000250e+01;4.671600000000000108e+01;8.002100000000000080e+01;5.922299999999999898e+01;5.906896551724138078e+01;6.254399999999999693e+01
7.555200000000000671e+01;7.545199999999999818e+01;8.305599999999999739e+01;7.726600000000000534e+01;7.192600000000000193e+01;8.429229166666668505e+01;7.057599999999999341e+01
6.564799999999999613e+01;6.994700000000000273e+01;6.899599999999999511e+01;6.964000000000000057e+01;6.770999999999999375e+01;8.272923076923078156e+01;6.679600000000000648e+01
3.778099999999999881e+01;4.225500000000000256e+01;3.907500000000000284e+01;5.618500000000000227e+01;4.420900000000000318e+01;5.518699999999999051e+01;4.955899999999999750e+01
8.634399999999999409e+01;5.825300000000000011e+01;5.889699999999999847e+01;9.666700000000000159e+01;5.820300000000000296e+01;5.696515384615383937e+01;7.882999999999999829e+01
5.936999999999999744e+01;4.068599999999999994e+01;3.346399999999999864e+01;5.841199999999999903e+01;3.648400000000000176e+01;6.328030769230770147e+01;4.630700000000000216e+01
8.544499999999999318e+01;9.850199999999999534e+01;7.529900000000000659e+01;5.200800000000000267e+01;7.290399999999999636e+01;1.183244583333333253e+02;8.558199999999999363e+01
5.575099999999999767e+01;4.415899999999999892e+01;4.122699999999999676e+01;6.556100000000000705e+01;4.613300000000000267e+01;5.938450000000000273e+01;4.616400000000000148e+01
1.052300000000000040e+02;1.186800000000000068e+02;9.002899999999999636e+01;1.381399999999999864e+02;9.848900000000000432e+01;1.081806956521739096e+02;1.116200000000000045e+02
5.625099999999999767e+01;4.048199999999999932e+01;3.180000000000000071e+01;7.858299999999999841e+01;4.024600000000000222e+01;7.707440000000001135e+01;5.067699999999999960e+01
5.769200000000000017e+01;5.258700000000000330e+01;4.638600000000000279e+01;8.010399999999999920e+01;6.089200000000000301e+01;5.201720833333332905e+01;5.435499999999999687e+01
5.785499999999999687e+01;6.639199999999999591e+01;4.094700000000000273e+01;7.150400000000000489e+01;5.071999999999999886e+01;9.303445833333334747e+01;5.631199999999999761e+01
8.203100000000000591e+01;1.025100000000000051e+02;8.352700000000000102e+01;1.205100000000000051e+02;8.644299999999999784e+01;9.509892857142855860e+01;9.890999999999999659e+01
7.069299999999999784e+01;7.948799999999999955e+01;6.801800000000000068e+01;9.918500000000000227e+01;7.059699999999999420e+01;9.516037037037037294e+01;7.359199999999999875e+01
6.522899999999999920e+01;8.143200000000000216e+01;5.400200000000000244e+01;9.699599999999999511e+01;6.838500000000000512e+01;9.892353846153847030e+01;7.787800000000000011e+01
3.207200000000000273e+01;3.351899999999999835e+01;2.975199999999999889e+01;5.396200000000000330e+01;3.219299999999999784e+01;4.547408333333333275e+01;3.810499999999999687e+01
5.984700000000000131e+01;4.460000000000000142e+01;3.403600000000000136e+01;5.212700000000000244e+01;3.850000000000000000e+01;5.982844000000000761e+01;3.316899999999999693e+01
6.908499999999999375e+01;8.978700000000000614e+01;6.927100000000000080e+01;6.063199999999999790e+01;8.948399999999999466e+01;7.435124999999999318e+01;7.896899999999999409e+01
6.955700000000000216e+01;1.022699999999999960e+02;7.923600000000000421e+01;1.228700000000000045e+02;9.493999999999999773e+01;8.058491999999999678e+01;1.011700000000000017e+02
2.223100000000000165e+01;2.434400000000000119e+01;2.453800000000000026e+01;3.973799999999999955e+01;1.767200000000000060e+01;2.146912000000000020e+01;3.229599999999999937e+01
1.005000000000000000e+02;1.003299999999999983e+02;1.016599999999999966e+02;9.640200000000000102e+01;9.924299999999999500e+01;1.751896666666666746e+01;8.820499999999999829e+01
3.864099999999999824e+01;3.295400000000000063e+01;3.051500000000000057e+01;5.225800000000000267e+01;2.857400000000000162e+01;4.493692307692308674e+01;3.871900000000000119e+01
5.895799999999999841e+01;3.862400000000000233e+01;2.362399999999999878e+01;4.105599999999999739e+01;3.843399999999999750e+01;6.886095999999999151e+01;2.646900000000000119e+01
4.092000000000000171e+01;3.934199999999999875e+01;2.366900000000000048e+01;8.932800000000000296e+01;6.264000000000000057e+01;5.781360000000000099e+01;6.261899999999999977e+01
4.103799999999999670e+01;5.126599999999999824e+01;3.011799999999999855e+01;1.363199999999999932e+02;4.284199999999999875e+01;1.017627200000000016e+02;7.226500000000000057e+01
7.212099999999999511e+01;5.575999999999999801e+01;3.915500000000000114e+01;1.146899999999999977e+02;6.305199999999999960e+01;4.863215384615384096e+01;4.762500000000000000e+01
6.995199999999999818e+01;5.674300000000000210e+01;3.847399999999999665e+01;7.188700000000000045e+01;4.767000000000000171e+01;9.648807999999999652e+01;5.778999999999999915e+01
3.436599999999999966e+01;2.013500000000000156e+01;9.890700000000000713e+00;7.402800000000000580e+01;2.301200000000000045e+01;6.979799999999998761e+01;2.537800000000000011e+01
4.774099999999999966e+01;4.571600000000000108e+01;3.946999999999999886e+01;5.036099999999999710e+01;5.539300000000000068e+01;6.924152000000000839e+01;4.502900000000000347e+01
6.851900000000000546e+01;6.907800000000000296e+01;6.231900000000000261e+01;9.461499999999999488e+01;7.738700000000000045e+01;1.003706799999999930e+02;7.309099999999999397e+01
8.106399999999999295e+01;6.974800000000000466e+01;6.200300000000000011e+01;1.095900000000000034e+02;6.770399999999999352e+01;7.890443999999999392e+01;8.123699999999999477e+01
4.385699999999999932e+01;3.028000000000000114e+01;2.260699999999999932e+01;9.905299999999999727e+01;3.242999999999999972e+01;4.426069565217390789e+01;2.371900000000000119e+01
4.898199999999999932e+01;3.854699999999999704e+01;3.553000000000000114e+01;1.054800000000000040e+02;3.211999999999999744e+01;6.761599999999999966e+01;4.110999999999999943e+01
4.055599999999999739e+01;8.809799999999999898e+01;3.617999999999999972e+01;7.747700000000000387e+01;8.225199999999999534e+01;8.416470833333335122e+01;7.442300000000000182e+01
3.256199999999999761e+01;6.036500000000000199e+01;3.831000000000000227e+01;6.359000000000000341e+01;6.134899999999999665e+01;6.766411999999999694e+01;5.951800000000000068e+01
1.430100000000000016e+01;1.609600000000000009e+01;2.168100000000000094e+01;1.579499999999999993e+01;9.303800000000000736e+00;9.212983333333333746e+00;1.222300000000000075e+01
3.102799999999999869e+01;3.955599999999999739e+01;3.449199999999999733e+01;5.302499999999999858e+01;4.570499999999999829e+01;5.165300000000000580e+01;2.191100000000000136e+01
4.535999999999999943e+01;6.017699999999999960e+01;5.667600000000000193e+01;6.030400000000000205e+01;6.377499999999999858e+01;5.076037499999999625e+01;3.205599999999999739e+01
3.417699999999999960e+01;4.732500000000000284e+01;4.125399999999999778e+01;3.476100000000000279e+01;5.534400000000000119e+01;4.472227999999999781e+01;2.242899999999999849e+01
3.581099999999999994e+01;4.765500000000000114e+01;3.986699999999999733e+01;7.434900000000000375e+01;5.243599999999999994e+01;5.151508333333333667e+01;2.669200000000000017e+01
4.932500000000000284e+01;2.668799999999999883e+01;3.386099999999999710e+01;8.642700000000000671e+01;3.286800000000000210e+01;4.414946153846155141e+01;6.225099999999999767e+01
4.056300000000000239e+01;5.550099999999999767e+01;5.244500000000000028e+01;4.414800000000000324e+01;6.222699999999999676e+01;5.479611538461538345e+01;3.481700000000000017e+01
2.498999999999999844e+01;2.364999999999999858e+01;1.732999999999999829e+01;7.150199999999999534e+01;3.688700000000000045e+01;5.783966666666666612e+01;4.086500000000000199e+01
7.582399999999999807e+01;8.198699999999999477e+01;7.453400000000000603e+01;4.662700000000000244e+01;9.498399999999999466e+01;6.743662499999999227e+01;5.823199999999999932e+01
3.014499999999999957e+01;4.556099999999999994e+01;3.940299999999999869e+01;5.330400000000000205e+01;5.329399999999999693e+01;5.949984615384614983e+01;3.014999999999999858e+01
3.750099999999999767e+01;5.126400000000000290e+01;3.960000000000000142e+01;5.325699999999999790e+01;5.377300000000000324e+01;6.062604000000000326e+01;2.576599999999999824e+01
5.053600000000000136e+01;5.814500000000000313e+01;5.816899999999999693e+01;2.744800000000000040e+01;6.632299999999999329e+01;4.354974999999998886e+01;4.620700000000000074e+01
3.220600000000000307e+01;4.329699999999999704e+01;2.540599999999999881e+01;3.080099999999999838e+01;3.916100000000000136e+01;5.198849999999999483e+01;3.072299999999999898e+01
4.512400000000000233e+01;3.436500000000000199e+01;3.755899999999999750e+01;6.374600000000000222e+01;2.704500000000000171e+01;3.849537500000000279e+01;5.849300000000000210e+01
4.405899999999999750e+01;2.517099999999999937e+01;3.585000000000000142e+01;6.736199999999999477e+01;2.760300000000000153e+01;3.802103999999999928e+01;4.834400000000000119e+01
1.541699999999999982e+01;3.711899999999999977e+01;2.474500000000000099e+01;6.030299999999999727e+01;4.080299999999999727e+01;4.607616666666666561e+01;2.712699999999999889e+01
3.185099999999999909e+01;2.460999999999999943e+01;1.427800000000000047e+01;5.886599999999999966e+01;2.130300000000000082e+01;4.637723076923076349e+01;4.459400000000000119e+01
6.888899999999999579e+01;4.827300000000000324e+01;4.844400000000000261e+01;1.154300000000000068e+02;5.093200000000000216e+01;5.111008000000000351e+01;8.394299999999999784e+01
6.507999999999999829e+01;8.169899999999999807e+01;7.813200000000000500e+01;1.127300000000000040e+02;9.372400000000000375e+01;6.759028000000000702e+01;5.637899999999999778e+01
3.459799999999999898e+01;2.844999999999999929e+01;1.962300000000000111e+01;5.842399999999999949e+01;1.983200000000000074e+01;4.208662499999999085e+01;5.313400000000000034e+01
1.476099999999999923e+01;3.683899999999999864e+01;2.990500000000000114e+01;3.765899999999999892e+01;2.700799999999999912e+01;5.320828000000000202e+01;2.783800000000000097e+01
4.347899999999999920e+01;3.797599999999999909e+01;4.010399999999999920e+01;6.193299999999999983e+01;3.418399999999999750e+01;4.381080000000000041e+01;4.476700000000000301e+01
2.604299999999999926e+01;2.388200000000000145e+01;2.154599999999999937e+01;4.614500000000000313e+01;2.263800000000000168e+01;3.476872000000000185e+01;2.535900000000000176e+01
3.951200000000000045e+01;2.540399999999999991e+01;2.867299999999999827e+01;6.965800000000000125e+01;2.028600000000000136e+01;3.816711999999998994e+01;3.382099999999999795e+01
1.770100000000000051e+01;1.560299999999999976e+01;1.805600000000000094e+01;3.618200000000000216e+01;1.651699999999999946e+01;3.678656000000000148e+01;1.979799999999999827e+01
3.502900000000000347e+01;3.198000000000000043e+01;2.858299999999999841e+01;7.351000000000000512e+01;2.709299999999999997e+01;4.048049999999999926e+01;3.479299999999999926e+01
2.533699999999999974e+01;2.032499999999999929e+01;1.945400000000000063e+01;4.483100000000000307e+01;2.680900000000000105e+01;3.106356000000000250e+01;2.362099999999999866e+01
1.876099999999999923e+01;2.069500000000000028e+01;2.074099999999999966e+01;4.579899999999999949e+01;2.805999999999999872e+01;3.465037499999999682e+01;2.437800000000000011e+01
3.302000000000000313e+01;2.687900000000000134e+01;2.377899999999999991e+01;3.400200000000000244e+01;1.846900000000000119e+01;3.674944444444444258e+01;2.128800000000000026e+01
4.808700000000000330e+01;4.802000000000000313e+01;3.615299999999999869e+01;7.303799999999999670e+01;4.723899999999999721e+01;4.551831851851852662e+01;4.109499999999999886e+01
5.696399999999999864e+01;4.869500000000000028e+01;5.367499999999999716e+01;8.551500000000000057e+01;4.951400000000000290e+01;4.716323076923077195e+01;5.285499999999999687e+01
3.496800000000000352e+01;2.788500000000000156e+01;2.882300000000000040e+01;7.212699999999999534e+01;2.047800000000000153e+01;3.958731999999999829e+01;2.174699999999999989e+01
3.953900000000000148e+01;2.507799999999999940e+01;1.936499999999999844e+01;3.263700000000000045e+01;1.960000000000000142e+01;4.040245833333332115e+01;1.912500000000000000e+01
2.769500000000000028e+01;2.925600000000000023e+01;2.858699999999999974e+01;6.409000000000000341e+01;2.658099999999999952e+01;6.452408333333332280e+01;2.561299999999999955e+01
4.072699999999999676e+01;1.786199999999999832e+01;2.657799999999999940e+01;7.165999999999999659e+01;2.152299999999999969e+01;4.847916666666665719e+01;4.995100000000000051e+01
4.842000000000000171e+01;3.062900000000000134e+01;2.585000000000000142e+01;2.620799999999999841e+01;3.399900000000000233e+01;3.621443333333333214e+01;4.950099999999999767e+01
1.723999999999999844e+01;2.201000000000000156e+01;2.242299999999999827e+01;5.820300000000000296e+01;2.166000000000000014e+01;3.914633333333332388e+01;2.353600000000000136e+01
3.653199999999999648e+01;2.548699999999999832e+01;1.742800000000000082e+01;2.297800000000000153e+01;2.069600000000000151e+01;3.351816666666666578e+01;1.568599999999999994e+01
1.865599999999999881e+01;1.391799999999999926e+01;1.982300000000000040e+01;4.540400000000000347e+01;1.317500000000000071e+01;4.416896666666666249e+01;1.621999999999999886e+01
2.373600000000000065e+01;1.096100000000000030e+01;1.514000000000000057e+01;4.271399999999999864e+01;1.034900000000000020e+01;3.604135999999999740e+01;1.848199999999999932e+01
3.316799999999999926e+01;1.423199999999999932e+01;2.192699999999999960e+01;6.044299999999999784e+01;1.520299999999999940e+01;4.477458333333333940e+01;1.268500000000000050e+01
1.366099999999999959e+01;2.260200000000000031e+01;5.818800000000000416e+00;4.363400000000000034e+01;1.306900000000000084e+01;3.909750000000001080e+01;1.309600000000000009e+01
4.405799999999999983e+01;4.279200000000000159e+01;2.824899999999999878e+01;8.166899999999999693e+01;4.698199999999999932e+01;4.933359999999999701e+01;4.719500000000000028e+01
1.355899999999999928e+01;2.194399999999999906e+01;1.320899999999999963e+01;2.550199999999999889e+01;1.477999999999999936e+01;1.830143999999999593e+01;2.131599999999999895e+01
2.141199999999999903e+01;1.541200000000000081e+01;1.067600000000000016e+01;4.508400000000000318e+01;1.944900000000000162e+01;2.588074399999999642e+01;1.934499999999999886e+01
2.423799999999999955e+01;1.736499999999999844e+01;1.469400000000000084e+01;5.545100000000000051e+01;2.068700000000000117e+01;4.015299999999999159e+01;2.487699999999999889e+01
1.572700000000000031e+01;1.214000000000000057e+01;2.017800000000000082e+01;2.707100000000000151e+01;1.381700000000000017e+01;2.632723999999999975e+01;1.248799999999999955e+01
3.457900000000000063e+01;3.964600000000000080e+01;2.310900000000000176e+01;5.883400000000000318e+01;3.147800000000000153e+01;3.011011538461538706e+01;3.544800000000000040e+01
7.031399999999999295e+01;8.765600000000000591e+01;6.227799999999999869e+01;1.163900000000000006e+02;7.398499999999999943e+01;6.903608333333333746e+01;8.691400000000000148e+01
1.958999999999999986e+01;1.972800000000000153e+01;1.059299999999999997e+01;4.255499999999999972e+01;6.936300000000000132e+00;2.230000833333332722e+01;1.296400000000000041e+01
2.964300000000000068e+01;2.325799999999999912e+01;2.794000000000000128e+01;4.662700000000000244e+01;1.596799999999999997e+01;3.066491999999999862e+01;2.506200000000000117e+01
1.171700000000000053e+01;2.147100000000000009e+01;1.296100000000000030e+01;2.583699999999999974e+01;1.332300000000000040e+01;1.938669999999999760e+01;2.163299999999999912e+01
3.685600000000000165e+01;4.228900000000000148e+01;2.061700000000000088e+01;6.505700000000000216e+01;3.621300000000000097e+01;3.660788461538461291e+01;3.998499999999999943e+01
5.022800000000000153e+01;7.207999999999999829e+01;5.501200000000000045e+01;8.956199999999999761e+01;4.574699999999999989e+01;5.693383333333332530e+01;3.888000000000000256e+01
1.843299999999999983e+01;8.796499999999999986e+00;1.049499999999999922e+01;2.995100000000000051e+01;9.893599999999999284e+00;2.450407200000000429e+01;1.499300000000000033e+01
3.092399999999999949e+01;1.759799999999999898e+01;1.206000000000000050e+01;5.751100000000000279e+01;3.115500000000000114e+01;3.302533333333333587e+01;3.515400000000000347e+01
4.113600000000000279e+01;2.349699999999999989e+01;3.853499999999999659e+01;4.739900000000000091e+01;2.115399999999999991e+01;5.637792000000001025e+01;4.064200000000000301e+01
6.483899999999999864e+01;6.246399999999999864e+01;6.534000000000000341e+01;6.014600000000000080e+01;6.197500000000000142e+01;1.239930416666666524e+01;6.083700000000000330e+01
1.441899999999999977e+02;1.468600000000000136e+02;1.639399999999999977e+02;1.923799999999999955e+02;1.628600000000000136e+02;5.450148000000000792e+01;1.902800000000000011e+02
6.588700000000000045e+01;8.598499999999999943e+01;5.772200000000000131e+01;1.149599999999999937e+02;7.564000000000000057e+01;7.024770833333330700e+01;8.939600000000000080e+01
3.649099999999999966e+01;4.639600000000000080e+01;4.428699999999999903e+01;3.387100000000000222e+01;4.347800000000000153e+01;1.004221999999999859e+01;2.934199999999999875e+01
1.779099999999999966e+02;1.303199999999999932e+02;1.760900000000000034e+02;6.017699999999999960e+01;1.800099999999999909e+02;2.139161250000000223e+02;1.636500000000000057e+02
1.261500000000000057e+02;1.604199999999999875e+02;1.325999999999999943e+02;1.407899999999999920e+02;4.893000000000000114e+02;1.109070461538461529e+02;1.423299999999999955e+03
2.434399999999999977e+02;2.924300000000000068e+02;3.000299999999999727e+02;2.900500000000000114e+02;2.935400000000000205e+02;3.449724000000000501e+02;2.652599999999999909e+02
1.542099999999999909e+03;1.786599999999999909e+03;1.868500000000000000e+03;1.422500000000000000e+03;1.811700000000000045e+03;2.350726400000000069e+02;5.090600000000000000e+04
1.179800000000000040e+02;9.302200000000000557e+01;9.849699999999999989e+01;1.238400000000000034e+02;1.041299999999999955e+02;1.267782962962962756e+02;1.126400000000000006e+02
